dex,name,form,shadow,pvpoke_name,evo_ids,search_string
145,Zapdos,Normal,False,Zapdos,[145],145&!galar&!shadow
145,Zapdos,Normal,True,Zapdos (Shadow),[145],145&!galar&shadow
146,Moltres,Galarian,False,Moltres (Galarian),[146],146&galar&!shadow
146,Moltres,Galarian,True,Moltres (Galarian) (Shadow),[146],146&galar&shadow
146,Moltres,Normal,False,Moltres,[146],146&!galar&!shadow
146,Moltres,Normal,True,Moltres (Shadow),[146],146&!galar&shadow
147,Dratini,Normal,False,Dratini,[147],147&!shadow
147,Dratini,Normal,True,Dratini (Shadow),[147],147&shadow
148,Dragonair,Normal,False,Dragonair,"[147, 148]","147,148&!shadow"
148,Dragonair,Normal,True,Dragonair (Shadow),"[147, 148]","147,148&shadow"
149,Dragonite,Normal,False,Dragonite,"[147, 148, 149]","147,148,149&!shadow"
149,Dragonite,Normal,True,Dragonite (Shadow),"[147, 148, 149]","147,148,149&shadow"
150,Mewtwo,A,False,Mewtwo (Armored),[150],150&!shadow
150,Mewtwo,A,True,Mewtwo (Armored) (Shadow),[150],150&shadow
150,Mewtwo,Normal,False,Mewtwo,[150],150&!shadow
150,Mewtwo,Normal,True,Mewtwo (Shadow),[150],150&shadow
151,Mew,Normal,False,Mew,[151],151&!shadow
151,Mew,Normal,True,Mew (Shadow),[151],151&shadow
152,Chikorita,Normal,False,Chikorita,[152],152&!shadow
152,Chikorita,Normal,True,Chikorita (Shadow),[152],152&shadow
153,Bayleef,Normal,False,Bayleef,"[152, 153]","152,153&!shadow"
153,Bayleef,Normal,True,Bayleef (Shadow),"[152, 153]","152,153&shadow"
154,Meganium,Normal,False,Meganium,"[152, 153, 154]","152,153,154&!shadow"
154,Meganium,Normal,True,Meganium (Shadow),"[152, 153, 154]","152,153,154&shadow"
155,Cyndaquil,Normal,False,Cyndaquil,[155],155&!shadow
155,Cyndaquil,Normal,True,Cyndaquil (Shadow),[155],155&shadow
156,Quilava,Normal,False,Quilava,"[155, 156]","155,156&!shadow"
156,Quilava,Normal,True,Quilava (Shadow),"[155, 156]","155,156&shadow"
157,Typhlosion,Hisuian,False,Typhlosion (Hisuian),"[155, 156, 157]","155,156,157&hisui&!shadow"
157,Typhlosion,Hisuian,True,Typhlosion (Hisuian) (Shadow),"[155, 156, 157]","155,156,157&hisui&shadow"
157,Typhlosion,Normal,False,Typhlosion,"[155, 156, 157]","155,156,157&!hisui&!shadow"
157,Typhlosion,Normal,True,Typhlosion (Shadow),"[155, 156, 157]","155,156,157&!hisui&shadow"
158,Totodile,Normal,False,Totodile,[158],158&!shadow
158,Totodile,Normal,True,Totodile (Shadow),[158],158&shadow
159,Croconaw,Normal,False,Croconaw,"[158, 159]","158,159&!shadow"
159,Croconaw,Normal,True,Croconaw (Shadow),"[158, 159]","158,159&shadow"
160,Feraligatr,Normal,False,Feraligatr,"[158, 159, 160]","158,159,160&!shadow"
160,Feraligatr,Normal,True,Feraligatr (Shadow),"[158, 159, 160]","158,159,160&shadow"
161,Sentret,Normal,False,Sentret,[161],161&!shadow
161,Sentret,Normal,True,Sentret (Shadow),[161],161&shadow
162,Furret,Normal,False,Furret,"[161, 162]","161,162&!shadow"
162,Furret,Normal,True,Furret (Shadow),"[161, 162]","161,162&shadow"
163,Hoothoot,Normal,False,Hoothoot,[163],163&!shadow
163,Hoothoot,Normal,True,Hoothoot (Shadow),[163],163&shadow
164,Noctowl,Normal,False,Noctowl,"[163, 164]","163,164&!shadow"
164,Noctowl,Normal,True,Noctowl (Shadow),"[163, 164]","163,164&shadow"
165,Ledyba,Normal,False,Ledyba,[165],165&!shadow
165,Ledyba,Normal,True,Ledyba (Shadow),[165],165&shadow
166,Ledian,Normal,False,Ledian,"[165, 166]","165,166&!shadow"
166,Ledian,Normal,True,Ledian (Shadow),"[165, 166]","165,166&shadow"
167,Spinarak,Normal,False,Spinarak,[167],167&!shadow
167,Spinarak,Normal,True,Spinarak (Shadow),[167],167&shadow
168,Ariados,Normal,False,Ariados,"[167, 168]","167,168&!shadow"
168,Ariados,Normal,True,Ariados (Shadow),"[167, 168]","167,168&shadow"
169,Crobat,Normal,False,Crobat,"[41, 42, 169]","41,42,169&!shadow"
169,Crobat,Normal,True,Crobat (Shadow),"[41, 42, 169]","41,42,169&shadow"
170,Chinchou,Normal,False,Chinchou,[170],170&!shadow
170,Chinchou,Normal,True,Chinchou (Shadow),[170],170&shadow
171,Lanturn,Normal,False,Lanturn,"[170, 171]","170,171&!shadow"
171,Lanturn,Normal,True,Lanturn (Shadow),"[170, 171]","170,171&shadow"
172,Pichu,Normal,False,Pichu,[172],172&!shadow
172,Pichu,Normal,True,Pichu (Shadow),[172],172&shadow
173,Cleffa,Normal,False,Cleffa,[173],173&!shadow
173,Cleffa,Normal,True,Cleffa (Shadow),[173],173&shadow
174,Igglybuff,Normal,False,Igglybuff,[174],174&!shadow
174,Igglybuff,Normal,True,Igglybuff (Shadow),[174],174&shadow
175,Togepi,Normal,False,Togepi,[175],175&!shadow
175,Togepi,Normal,True,Togepi (Shadow),[175],175&shadow
176,Togetic,Normal,False,Togetic,"[175, 176]","175,176&!shadow"
176,Togetic,Normal,True,Togetic (Shadow),"[175, 176]","175,176&shadow"
177,Natu,Normal,False,Natu,[177],177&!shadow
177,Natu,Normal,True,Natu (Shadow),[177],177&shadow
178,Xatu,Normal,False,Xatu,"[177, 178]","177,178&!shadow"
178,Xatu,Normal,True,Xatu (Shadow),"[177, 178]","177,178&shadow"
179,Mareep,Normal,False,Mareep,[179],179&!shadow
179,Mareep,Normal,True,Mareep (Shadow),[179],179&shadow
180,Flaaffy,Normal,False,Flaaffy,"[179, 180]","179,180&!shadow"
180,Flaaffy,Normal,True,Flaaffy (Shadow),"[179, 180]","179,180&shadow"
181,Ampharos,Normal,False,Ampharos,"[179, 180, 181]","179,180,181&!shadow"
181,Ampharos,Normal,True,Ampharos (Shadow),"[179, 180, 181]","179,180,181&shadow"
182,Bellossom,Normal,False,Bellossom,"[43, 44, 182]","43,44,182&!shadow"
182,Bellossom,Normal,True,Bellossom (Shadow),"[43, 44, 182]","43,44,182&shadow"
183,Marill,Normal,False,Marill,"[183, 298]","183,298&!shadow"
183,Marill,Normal,True,Marill (Shadow),"[183, 298]","183,298&shadow"
184,Azumarill,Normal,False,Azumarill,"[183, 184, 298]","183,184,298&!shadow"
184,Azumarill,Normal,True,Azumarill (Shadow),"[183, 184, 298]","183,184,298&shadow"
185,Sudowoodo,Normal,False,Sudowoodo,"[185, 438]","185,438&!shadow"
185,Sudowoodo,Normal,True,Sudowoodo (Shadow),"[185, 438]","185,438&shadow"
186,Politoed,Normal,False,Politoed,"[60, 61, 186]","60,61,186&!shadow"
186,Politoed,Normal,True,Politoed (Shadow),"[60, 61, 186]","60,61,186&shadow"
187,Hoppip,Normal,False,Hoppip,[187],187&!shadow
187,Hoppip,Normal,True,Hoppip (Shadow),[187],187&shadow
188,Skiploom,Normal,False,Skiploom,"[187, 188]","187,188&!shadow"
188,Skiploom,Normal,True,Skiploom (Shadow),"[187, 188]","187,188&shadow"
189,Jumpluff,Normal,False,Jumpluff,"[187, 188, 189]","187,188,189&!shadow"
189,Jumpluff,Normal,True,Jumpluff (Shadow),"[187, 188, 189]","187,188,189&shadow"
190,Aipom,Normal,False,Aipom,[190],190&!shadow
190,Aipom,Normal,True,Aipom (Shadow),[190],190&shadow
191,Sunkern,Normal,False,Sunkern,[191],191&!shadow
191,Sunkern,Normal,True,Sunkern (Shadow),[191],191&shadow
192,Sunflora,Normal,False,Sunflora,"[191, 192]","191,192&!shadow"
192,Sunflora,Normal,True,Sunflora (Shadow),"[191, 192]","191,192&shadow"
193,Yanma,Normal,False,Yanma,[193],193&!shadow
193,Yanma,Normal,True,Yanma (Shadow),[193],193&shadow
194,Wooper,Normal,False,Wooper,[194],194&!paldea&!shadow
194,Wooper,Normal,True,Wooper (Shadow),[194],194&!paldea&shadow
194,Wooper,Paldea,False,Wooper (Paldean),[194],194&paldea&!shadow
194,Wooper,Paldea,True,Wooper (Paldean) (Shadow),[194],194&paldea&shadow
195,Quagsire,Normal,False,Quagsire,"[194, 195]","194,195&!shadow"
195,Quagsire,Normal,True,Quagsire (Shadow),"[194, 195]","194,195&shadow"
196,Espeon,Normal,False,Espeon,"[133, 196]","133,196&!shadow"
196,Espeon,Normal,True,Espeon (Shadow),"[133, 196]","133,196&shadow"
197,Umbreon,Normal,False,Umbreon,"[133, 197]","133,197&!shadow"
197,Umbreon,Normal,True,Umbreon (Shadow),"[133, 197]","133,197&shadow"
198,Murkrow,Normal,False,Murkrow,[198],198&!shadow
198,Murkrow,Normal,True,Murkrow (Shadow),[198],198&shadow
199,Slowking,Galarian,False,Slowking (Galarian),"[79, 199]","79,199&galar&!shadow"
199,Slowking,Galarian,True,Slowking (Galarian) (Shadow),"[79, 199]","79,199&galar&shadow"
199,Slowking,Normal,False,Slowking,"[79, 199]","79,199&!galar&!shadow"
199,Slowking,Normal,True,Slowking (Shadow),"[79, 199]","79,199&!galar&shadow"
200,Misdreavus,Normal,False,Misdreavus,[200],200&!shadow
200,Misdreavus,Normal,True,Misdreavus (Shadow),[200],200&shadow
201,Unown,A,False,Unown,[201],201&!shadow
201,Unown,A,True,Unown (Shadow),[201],201&shadow
202,Wobbuffet,Normal,False,Wobbuffet,"[202, 360]","202,360&!shadow"
202,Wobbuffet,Normal,True,Wobbuffet (Shadow),"[202, 360]","202,360&shadow"
203,Girafarig,Normal,False,Girafarig,[203],203&!shadow
203,Girafarig,Normal,True,Girafarig (Shadow),[203],203&shadow
204,Pineco,Normal,False,Pineco,[204],204&!shadow
204,Pineco,Normal,True,Pineco (Shadow),[204],204&shadow
205,Forretress,Normal,False,Forretress,"[204, 205]","204,205&!shadow"
205,Forretress,Normal,True,Forretress (Shadow),"[204, 205]","204,205&shadow"
206,Dunsparce,Normal,False,Dunsparce,[206],206&!shadow
206,Dunsparce,Normal,True,Dunsparce (Shadow),[206],206&shadow
207,Gligar,Normal,False,Gligar,[207],207&!shadow
207,Gligar,Normal,True,Gligar (Shadow),[207],207&shadow
208,Steelix,Normal,False,Steelix,"[95, 208]","95,208&!shadow"
208,Steelix,Normal,True,Steelix (Shadow),"[95, 208]","95,208&shadow"
209,Snubbull,Normal,False,Snubbull,[209],209&!shadow
209,Snubbull,Normal,True,Snubbull (Shadow),[209],209&shadow
210,Granbull,Normal,False,Granbull,"[209, 210]","209,210&!shadow"
210,Granbull,Normal,True,Granbull (Shadow),"[209, 210]","209,210&shadow"
211,Qwilfish,Hisuian,False,Qwilfish (Hisuian),[211],211&hisui&!shadow
211,Qwilfish,Hisuian,True,Qwilfish (Hisuian) (Shadow),[211],211&hisui&shadow
211,Qwilfish,Normal,False,Qwilfish,[211],211&!hisui&!shadow
211,Qwilfish,Normal,True,Qwilfish (Shadow),[211],211&!hisui&shadow
212,Scizor,Normal,False,Scizor,"[123, 212]","123,212&!shadow"
212,Scizor,Normal,True,Scizor (Shadow),"[123, 212]","123,212&shadow"
213,Shuckle,Normal,False,Shuckle,[213],213&!shadow
213,Shuckle,Normal,True,Shuckle (Shadow),[213],213&shadow
214,Heracross,Normal,False,Heracross,[214],214&!shadow
214,Heracross,Normal,True,Heracross (Shadow),[214],214&shadow
215,Sneasel,Hisuian,False,Sneasel (Hisuian),[215],215&hisui&!shadow
215,Sneasel,Hisuian,True,Sneasel (Hisuian) (Shadow),[215],215&hisui&shadow
215,Sneasel,Normal,False,Sneasel,[215],215&!hisui&!shadow
215,Sneasel,Normal,True,Sneasel (Shadow),[215],215&!hisui&shadow
216,Teddiursa,Normal,False,Teddiursa,[216],216&!shadow
216,Teddiursa,Normal,True,Teddiursa (Shadow),[216],216&shadow
217,Ursaring,Normal,False,Ursaring,"[216, 217]","216,217&!shadow"
217,Ursaring,Normal,True,Ursaring (Shadow),"[216, 217]","216,217&shadow"
218,Slugma,Normal,False,Slugma,[218],218&!shadow
218,Slugma,Normal,True,Slugma (Shadow),[218],218&shadow
219,Magcargo,Normal,False,Magcargo,"[218, 219]","218,219&!shadow"
219,Magcargo,Normal,True,Magcargo (Shadow),"[218, 219]","218,219&shadow"
220,Swinub,Normal,False,Swinub,[220],220&!shadow
220,Swinub,Normal,True,Swinub (Shadow),[220],220&shadow
221,Piloswine,Normal,False,Piloswine,"[220, 221]","220,221&!shadow"
221,Piloswine,Normal,True,Piloswine (Shadow),"[220, 221]","220,221&shadow"
222,Corsola,Galarian,False,Corsola (Galarian),[222],222&galar&!shadow
222,Corsola,Galarian,True,Corsola (Galarian) (Shadow),[222],222&galar&shadow
222,Corsola,Normal,False,Corsola,[222],222&!galar&!shadow
222,Corsola,Normal,True,Corsola (Shadow),[222],222&!galar&shadow
223,Remoraid,Normal,False,Remoraid,[223],223&!shadow
223,Remoraid,Normal,True,Remoraid (Shadow),[223],223&shadow
224,Octillery,Normal,False,Octillery,"[223, 224]","223,224&!shadow"
224,Octillery,Normal,True,Octillery (Shadow),"[223, 224]","223,224&shadow"
225,Delibird,Normal,False,Delibird,[225],225&!shadow
225,Delibird,Normal,True,Delibird (Shadow),[225],225&shadow
226,Mantine,Normal,False,Mantine,"[226, 458]","226,458&!shadow"
226,Mantine,Normal,True,Mantine (Shadow),"[226, 458]","226,458&shadow"
227,Skarmory,Normal,False,Skarmory,[227],227&!shadow
227,Skarmory,Normal,True,Skarmory (Shadow),[227],227&shadow
228,Houndour,Normal,False,Houndour,[228],228&!shadow
228,Houndour,Normal,True,Houndour (Shadow),[228],228&shadow
229,Houndoom,Normal,False,Houndoom,"[228, 229]","228,229&!shadow"
229,Houndoom,Normal,True,Houndoom (Shadow),"[228, 229]","228,229&shadow"
230,Kingdra,Normal,False,Kingdra,"[116, 117, 230]","116,117,230&!shadow"
230,Kingdra,Normal,True,Kingdra (Shadow),"[116, 117, 230]","116,117,230&shadow"
231,Phanpy,Normal,False,Phanpy,[231],231&!shadow
231,Phanpy,Normal,True,Phanpy (Shadow),[231],231&shadow
232,Donphan,Normal,False,Donphan,"[231, 232]","231,232&!shadow"
232,Donphan,Normal,True,Donphan (Shadow),"[231, 232]","231,232&shadow"
233,Porygon2,Normal,False,Porygon2,"[137, 233]","137,233&!shadow"
233,Porygon2,Normal,True,Porygon2 (Shadow),"[137, 233]","137,233&shadow"
234,Stantler,Normal,False,Stantler,[234],234&!shadow
234,Stantler,Normal,True,Stantler (Shadow),[234],234&shadow
235,Smeargle,Normal,False,Smeargle,[235],235&!shadow
235,Smeargle,Normal,True,Smeargle (Shadow),[235],235&shadow
236,Tyrogue,Normal,False,Tyrogue,[236],236&!shadow
236,Tyrogue,Normal,True,Tyrogue (Shadow),[236],236&shadow
237,Hitmontop,Normal,False,Hitmontop,"[236, 237]","236,237&!shadow"
237,Hitmontop,Normal,True,Hitmontop (Shadow),"[236, 237]","236,237&shadow"
238,Smoochum,Normal,False,Smoochum,[238],238&!shadow
238,Smoochum,Normal,True,Smoochum (Shadow),[238],238&shadow
239,Elekid,Normal,False,Elekid,[239],239&!shadow
239,Elekid,Normal,True,Elekid (Shadow),[239],239&shadow
240,Magby,Normal,False,Magby,[240],240&!shadow
240,Magby,Normal,True,Magby (Shadow),[240],240&shadow
241,Miltank,Normal,False,Miltank,[241],241&!shadow
241,Miltank,Normal,True,Miltank (Shadow),[241],241&shadow
242,Blissey,Normal,False,Blissey,"[113, 242, 440]","113,242,440&!shadow"
242,Blissey,Normal,True,Blissey (Shadow),"[113, 242, 440]","113,242,440&shadow"
243,Raikou,Normal,False,Raikou,[243],243&!shadow
243,Raikou,Normal,True,Raikou (Shadow),[243],243&shadow
244,Entei,Normal,False,Entei,[244],244&!shadow
244,Entei,Normal,True,Entei (Shadow),[244],244&shadow
245,Suicune,Normal,False,Suicune,[245],245&!shadow
245,Suicune,Normal,True,Suicune (Shadow),[245],245&shadow
246,Larvitar,Normal,False,Larvitar,[246],246&!shadow
246,Larvitar,Normal,True,Larvitar (Shadow),[246],246&shadow
247,Pupitar,Normal,False,Pupitar,"[246, 247]","246,247&!shadow"
247,Pupitar,Normal,True,Pupitar (Shadow),"[246, 247]","246,247&shadow"
248,Tyranitar,Normal,False,Tyranitar,"[246, 247, 248]","246,247,248&!shadow"
248,Tyranitar,Normal,True,Tyranitar (Shadow),"[246, 247, 248]","246,247,248&shadow"
249,Lugia,Normal,False,Lugia,[249],249&!shadow
249,Lugia,Normal,True,Lugia (Shadow),[249],249&shadow
250,Ho-Oh,Normal,False,Ho-Oh,[250],250&!shadow
250,Ho-Oh,Normal,True,Ho-Oh (Shadow),[250],250&shadow
251,Celebi,Normal,False,Celebi,[251],251&!shadow
251,Celebi,Normal,True,Celebi (Shadow),[251],251&shadow
252,Treecko,Normal,False,Treecko,[252],252&!shadow
252,Treecko,Normal,True,Treecko (Shadow),[252],252&shadow
253,Grovyle,Normal,False,Grovyle,"[252, 253]","252,253&!shadow"
253,Grovyle,Normal,True,Grovyle (Shadow),"[252, 253]","252,253&shadow"
254,Sceptile,Normal,False,Sceptile,"[252, 253, 254]","252,253,254&!shadow"
254,Sceptile,Normal,True,Sceptile (Shadow),"[252, 253, 254]","252,253,254&shadow"
255,Torchic,Normal,False,Torchic,[255],255&!shadow
255,Torchic,Normal,True,Torchic (Shadow),[255],255&shadow
256,Combusken,Normal,False,Combusken,"[255, 256]","255,256&!shadow"
256,Combusken,Normal,True,Combusken (Shadow),"[255, 256]","255,256&shadow"
257,Blaziken,Normal,False,Blaziken,"[255, 256, 257]","255,256,257&!shadow"
257,Blaziken,Normal,True,Blaziken (Shadow),"[255, 256, 257]","255,256,257&shadow"
258,Mudkip,Normal,False,Mudkip,[258],258&!shadow
258,Mudkip,Normal,True,Mudkip (Shadow),[258],258&shadow
259,Marshtomp,Normal,False,Marshtomp,"[258, 259]","258,259&!shadow"
259,Marshtomp,Normal,True,Marshtomp (Shadow),"[258, 259]","258,259&shadow"
260,Swampert,Normal,False,Swampert,"[258, 259, 260]","258,259,260&!shadow"
260,Swampert,Normal,True,Swampert (Shadow),"[258, 259, 260]","258,259,260&shadow"
261,Poochyena,Normal,False,Poochyena,[261],261&!shadow
261,Poochyena,Normal,True,Poochyena (Shadow),[261],261&shadow
262,Mightyena,Normal,False,Mightyena,"[261, 262]","261,262&!shadow"
262,Mightyena,Normal,True,Mightyena (Shadow),"[261, 262]","261,262&shadow"
263,Zigzagoon,Galarian,False,Zigzagoon (Galarian),[263],263&galar&!shadow
263,Zigzagoon,Galarian,True,Zigzagoon (Galarian) (Shadow),[263],263&galar&shadow
263,Zigzagoon,Normal,False,Zigzagoon,[263],263&!galar&!shadow
263,Zigzagoon,Normal,True,Zigzagoon (Shadow),[263],263&!galar&shadow
264,Linoone,Galarian,False,Linoone (Galarian),"[263, 264]","263,264&galar&!shadow"
264,Linoone,Galarian,True,Linoone (Galarian) (Shadow),"[263, 264]","263,264&galar&shadow"
264,Linoone,Normal,False,Linoone,"[263, 264]","263,264&!galar&!shadow"
264,Linoone,Normal,True,Linoone (Shadow),"[263, 264]","263,264&!galar&shadow"
265,Wurmple,Normal,False,Wurmple,[265],265&!shadow
265,Wurmple,Normal,True,Wurmple (Shadow),[265],265&shadow
266,Silcoon,Normal,False,Silcoon,"[265, 266]","265,266&!shadow"
266,Silcoon,Normal,True,Silcoon (Shadow),"[265, 266]","265,266&shadow"
267,Beautifly,Normal,False,Beautifly,"[265, 266, 267]","265,266,267&!shadow"
267,Beautifly,Normal,True,Beautifly (Shadow),"[265, 266, 267]","265,266,267&shadow"
268,Cascoon,Normal,False,Cascoon,"[265, 268]","265,268&!shadow"
268,Cascoon,Normal,True,Cascoon (Shadow),"[265, 268]","265,268&shadow"
269,Dustox,Normal,False,Dustox,"[265, 268, 269]","265,268,269&!shadow"
269,Dustox,Normal,True,Dustox (Shadow),"[265, 268, 269]","265,268,269&shadow"
270,Lotad,Normal,False,Lotad,[270],270&!shadow
270,Lotad,Normal,True,Lotad (Shadow),[270],270&shadow
271,Lombre,Normal,False,Lombre,"[270, 271]","270,271&!shadow"
271,Lombre,Normal,True,Lombre (Shadow),"[270, 271]","270,271&shadow"
272,Ludicolo,Normal,False,Ludicolo,"[270, 271, 272]","270,271,272&!shadow"
272,Ludicolo,Normal,True,Ludicolo (Shadow),"[270, 271, 272]","270,271,272&shadow"
273,Seedot,Normal,False,Seedot,[273],273&!shadow
273,Seedot,Normal,True,Seedot (Shadow),[273],273&shadow
274,Nuzleaf,Normal,False,Nuzleaf,"[273, 274]","273,274&!shadow"
274,Nuzleaf,Normal,True,Nuzleaf (Shadow),"[273, 274]","273,274&shadow"
275,Shiftry,Normal,False,Shiftry,"[273, 274, 275]","273,274,275&!shadow"
275,Shiftry,Normal,True,Shiftry (Shadow),"[273, 274, 275]","273,274,275&shadow"
276,Taillow,Normal,False,Taillow,[276],276&!shadow
276,Taillow,Normal,True,Taillow (Shadow),[276],276&shadow
277,Swellow,Normal,False,Swellow,"[276, 277]","276,277&!shadow"
277,Swellow,Normal,True,Swellow (Shadow),"[276, 277]","276,277&shadow"
278,Wingull,Normal,False,Wingull,[278],278&!shadow
278,Wingull,Normal,True,Wingull (Shadow),[278],278&shadow
279,Pelipper,Normal,False,Pelipper,"[278, 279]","278,279&!shadow"
279,Pelipper,Normal,True,Pelipper (Shadow),"[278, 279]","278,279&shadow"
280,Ralts,Normal,False,Ralts,[280],280&!shadow
280,Ralts,Normal,True,Ralts (Shadow),[280],280&shadow
281,Kirlia,Normal,False,Kirlia,"[280, 281]","280,281&!shadow"
281,Kirlia,Normal,True,Kirlia (Shadow),"[280, 281]","280,281&shadow"
282,Gardevoir,Normal,False,Gardevoir,"[280, 281, 282]","280,281,282&!shadow"
282,Gardevoir,Normal,True,Gardevoir (Shadow),"[280, 281, 282]","280,281,282&shadow"
283,Surskit,Normal,False,Surskit,[283],283&!shadow
283,Surskit,Normal,True,Surskit (Shadow),[283],283&shadow
284,Masquerain,Normal,False,Masquerain,"[283, 284]","283,284&!shadow"
284,Masquerain,Normal,True,Masquerain (Shadow),"[283, 284]","283,284&shadow"
285,Shroomish,Normal,False,Shroomish,[285],285&!shadow
285,Shroomish,Normal,True,Shroomish (Shadow),[285],285&shadow
286,Breloom,Normal,False,Breloom,"[285, 286]","285,286&!shadow"
286,Breloom,Normal,True,Breloom (Shadow),"[285, 286]","285,286&shadow"
287,Slakoth,Normal,False,Slakoth,[287],287&!shadow
287,Slakoth,Normal,True,Slakoth (Shadow),[287],287&shadow
288,Vigoroth,Normal,False,Vigoroth,"[287, 288]","287,288&!shadow"
288,Vigoroth,Normal,True,Vigoroth (Shadow),"[287, 288]","287,288&shadow"
289,Slaking,Normal,False,Slaking,"[287, 288, 289]","287,288,289&!shadow"
289,Slaking,Normal,True,Slaking (Shadow),"[287, 288, 289]","287,288,289&shadow"
290,Nincada,Normal,False,Nincada,[290],290&!shadow
290,Nincada,Normal,True,Nincada (Shadow),[290],290&shadow
291,Ninjask,Normal,False,Ninjask,"[290, 291]","290,291&!shadow"
291,Ninjask,Normal,True,Ninjask (Shadow),"[290, 291]","290,291&shadow"
292,Shedinja,Normal,False,Shedinja,"[290, 292]","290,292&!shadow"
292,Shedinja,Normal,True,Shedinja (Shadow),"[290, 292]","290,292&shadow"
293,Whismur,Normal,False,Whismur,[293],293&!shadow
293,Whismur,Normal,True,Whismur (Shadow),[293],293&shadow
294,Loudred,Normal,False,Loudred,"[293, 294]","293,294&!shadow"
294,Loudred,Normal,True,Loudred (Shadow),"[293, 294]","293,294&shadow"
295,Exploud,Normal,False,Exploud,"[293, 294, 295]","293,294,295&!shadow"
295,Exploud,Normal,True,Exploud (Shadow),"[293, 294, 295]","293,294,295&shadow"
296,Makuhita,Normal,False,Makuhita,[296],296&!shadow
296,Makuhita,Normal,True,Makuhita (Shadow),[296],296&shadow
297,Hariyama,Normal,False,Hariyama,"[296, 297]","296,297&!shadow"
297,Hariyama,Normal,True,Hariyama (Shadow),"[296, 297]","296,297&shadow"
298,Azurill,Normal,False,Azurill,[298],298&!shadow
298,Azurill,Normal,True,Azurill (Shadow),[298],298&shadow
299,Nosepass,Normal,False,Nosepass,[299],299&!shadow
299,Nosepass,Normal,True,Nosepass (Shadow),[299],299&shadow
300,Skitty,Normal,False,Skitty,[300],300&!shadow
300,Skitty,Normal,True,Skitty (Shadow),[300],300&shadow
301,Delcatty,Normal,False,Delcatty,"[300, 301]","300,301&!shadow"
301,Delcatty,Normal,True,Delcatty (Shadow),"[300, 301]","300,301&shadow"
302,Sableye,Normal,False,Sableye,[302],302&!shadow
302,Sableye,Normal,True,Sableye (Shadow),[302],302&shadow
303,Mawile,Normal,False,Mawile,[303],303&!shadow
303,Mawile,Normal,True,Mawile (Shadow),[303],303&shadow
304,Aron,Normal,False,Aron,[304],304&!shadow
304,Aron,Normal,True,Aron (Shadow),[304],304&shadow
305,Lairon,Normal,False,Lairon,"[304, 305]","304,305&!shadow"
305,Lairon,Normal,True,Lairon (Shadow),"[304, 305]","304,305&shadow"
306,Aggron,Normal,False,Aggron,"[304, 305, 306]","304,305,306&!shadow"
306,Aggron,Normal,True,Aggron (Shadow),"[304, 305, 306]","304,305,306&shadow"
307,Meditite,Normal,False,Meditite,[307],307&!shadow
307,Meditite,Normal,True,Meditite (Shadow),[307],307&shadow
308,Medicham,Normal,False,Medicham,"[307, 308]","307,308&!shadow"
308,Medicham,Normal,True,Medicham (Shadow),"[307, 308]","307,308&shadow"
309,Electrike,Normal,False,Electrike,[309],309&!shadow
309,Electrike,Normal,True,Electrike (Shadow),[309],309&shadow
310,Manectric,Normal,False,Manectric,"[309, 310]","309,310&!shadow"
310,Manectric,Normal,True,Manectric (Shadow),"[309, 310]","309,310&shadow"
311,Plusle,Normal,False,Plusle,[311],311&!shadow
311,Plusle,Normal,True,Plusle (Shadow),[311],311&shadow
312,Minun,Normal,False,Minun,[312],312&!shadow
312,Minun,Normal,True,Minun (Shadow),[312],312&shadow
313,Volbeat,Normal,False,Volbeat,[313],313&!shadow
313,Volbeat,Normal,True,Volbeat (Shadow),[313],313&shadow
314,Illumise,Normal,False,Illumise,[314],314&!shadow
314,Illumise,Normal,True,Illumise (Shadow),[314],314&shadow
315,Roselia,Normal,False,Roselia,"[315, 406]","315,406&!shadow"
315,Roselia,Normal,True,Roselia (Shadow),"[315, 406]","315,406&shadow"
316,Gulpin,Normal,False,Gulpin,[316],316&!shadow
316,Gulpin,Normal,True,Gulpin (Shadow),[316],316&shadow
317,Swalot,Normal,False,Swalot,"[316, 317]","316,317&!shadow"
317,Swalot,Normal,True,Swalot (Shadow),"[316, 317]","316,317&shadow"
318,Carvanha,Normal,False,Carvanha,[318],318&!shadow
318,Carvanha,Normal,True,Carvanha (Shadow),[318],318&shadow
319,Sharpedo,Normal,False,Sharpedo,"[318, 319]","318,319&!shadow"
319,Sharpedo,Normal,True,Sharpedo (Shadow),"[318, 319]","318,319&shadow"
320,Wailmer,Normal,False,Wailmer,[320],320&!shadow
320,Wailmer,Normal,True,Wailmer (Shadow),[320],320&shadow
321,Wailord,Normal,False,Wailord,"[320, 321]","320,321&!shadow"
321,Wailord,Normal,True,Wailord (Shadow),"[320, 321]","320,321&shadow"
322,Numel,Normal,False,Numel,[322],322&!shadow
322,Numel,Normal,True,Numel (Shadow),[322],322&shadow
323,Camerupt,Normal,False,Camerupt,"[322, 323]","322,323&!shadow"
323,Camerupt,Normal,True,Camerupt (Shadow),"[322, 323]","322,323&shadow"
324,Torkoal,Normal,False,Torkoal,[324],324&!shadow
324,Torkoal,Normal,True,Torkoal (Shadow),[324],324&shadow
325,Spoink,Normal,False,Spoink,[325],325&!shadow
325,Spoink,Normal,True,Spoink (Shadow),[325],325&shadow
326,Grumpig,Normal,False,Grumpig,"[325, 326]","325,326&!shadow"
