pokemon_id,pokemon_name,form
794,Buzzwole,Normal
795,Pheromosa,Normal
796,Xurkitree,Normal
797,Celesteela,Normal
798,Kartana,Normal
799,Guzzlord,Normal
800,Necrozma,Dawn_wings
800,Necrozma,Dusk_mane
800,Necrozma,Normal
800,Necrozma,Ultra
801,Magearna,Normal
801,Magearna,Original_color
802,Marshadow,Normal
803,Poipole,Normal
804,Naganadel,Normal
805,Stakataka,Normal
806,Blacephalon,Normal
807,Zeraora,Normal
808,Meltan,Normal
809,Melmetal,Normal
810,Grookey,Normal
811,Thwackey,Normal
812,Rillaboom,Normal
813,Scorbunny,Normal
814,Raboot,Normal
815,Cinderace,Normal
816,Sobble,Normal
817,Drizzile,Normal
818,Inteleon,Normal
819,Skwovet,Normal
820,Greedent,Normal
821,Rookidee,Normal
822,Corvisquire,Normal
823,Corviknight,Normal
824,Blipbug,Normal
825,Dottler,Normal
826,Orbeetle,Normal
827,Nickit,Normal
828,Thievul,Normal
829,Gossifleur,Normal
830,Eldegoss,Normal
831,Wooloo,Normal
832,Dubwool,Normal
833,Chewtle,Normal
834,Drednaw,Normal
835,Yamper,Normal
836,Boltund,Normal
837,Rolycoly,Normal
838,Carkol,Normal
839,Coalossal,Normal
840,Applin,Normal
841,Flapple,Normal
842,Appletun,Normal
843,Silicobra,Normal
844,Sandaconda,Normal
845,Cramorant,Normal
846,Arrokuda,Normal
847,Barraskewda,Normal
848,Toxel,Normal
849,Toxtricity,Amped
849,Toxtricity,Low_key
850,Sizzlipede,Normal
851,Centiskorch,Normal
852,Clobbopus,Normal
853,Grapploct,Normal
854,Sinistea,Antique
854,Sinistea,Phony
855,Polteageist,Antique
855,Polteageist,Phony
856,Hatenna,Normal
857,Hattrem,Normal
858,Hatterene,Normal
859,Impidimp,Normal
860,Morgrem,Normal
861,Grimmsnarl,Normal
862,Obstagoon,Galarian
863,Perrserker,Galarian
864,Cursola,Normal
865,Sirfetch’d,Galarian
866,Mr. Rime,Galarian
867,Runerigus,Galarian
868,Milcery,Normal
869,Alcremie,Normal
870,Falinks,Gofest_2025_train_conductor
870,Falinks,Normal
871,Pincurchin,Normal
872,Snom,Normal
873,Frosmoth,Normal
874,Stonjourner,Normal
875,Eiscue,Ice
875,Eiscue,Noice
876,Indeedee,Female
876,Indeedee,Male
877,Morpeko,Full_belly
877,Morpeko,Hangry
878,Cufant,Normal
879,Copperajah,Normal
880,Dracozolt,Normal
881,Arctozolt,Normal
882,Dracovish,Normal
883,Arctovish,Normal
884,Duraludon,Normal
885,Dreepy,Normal
886,Drakloak,Normal
887,Dragapult,Normal
888,Zacian,Crowned_sword
888,Zacian,Hero
889,Zamazenta,Crowned_shield
889,Zamazenta,Hero
890,Eternatus,Eternamax
890,Eternatus,Normal
891,Kubfu,Normal
892,Urshifu,Rapid_strike
892,Urshifu,Single_strike
893,Zarude,Normal
894,Regieleki,Normal
895,Regidrago,Normal
896,Glastrier,Normal
897,Spectrier,Normal
898,Calyrex,Ice_rider
898,Calyrex,Normal
898,Calyrex,Shadow_rider
899,Wyrdeer,Normal
900,Kleavor,Normal
901,Ursaluna,Normal
903,Sneasler,Normal
904,Overqwil,Normal
905,Enamorus,Incarnate
905,Enamorus,Therian
906,Sprigatito,Normal
907,Floragato,Normal
908,Meowscarada,Normal
909,Fuecoco,Normal
910,Crocalor,Normal
911,Skeledirge,Normal
912,Quaxly,Normal
913,Quaxwell,Normal
914,Quaquaval,Normal
915,Lechonk,Normal
916,Oinkologne,Female
916,Oinkologne,Normal
917,Tarountula,Normal
918,Spidops,Normal
919,Nymble,Normal
920,Lokix,Normal
921,Pawmi,Normal
922,Pawmo,Normal
923,Pawmot,Normal
924,Tandemaus,Normal
925,Maushold,Family_of_four
925,Maushold,Family_of_three
926,Fidough,Normal
927,Dachsbun,Normal
928,Smoliv,Normal
929,Dolliv,Normal
930,Arboliva,Normal
931,Squawkabilly,Blue
931,Squawkabilly,Green
931,Squawkabilly,White
931,Squawkabilly,Yellow
932,Nacli,Normal
933,Naclstack,Normal
934,Garganacl,Normal
935,Charcadet,Normal
936,Armarouge,Normal
937,Ceruledge,Normal
938,Tadbulb,Normal
939,Bellibolt,Normal
940,Wattrel,Normal
941,Kilowattrel,Normal
942,Maschiff,Normal
943,Mabosstiff,Normal
944,Shroodle,Normal
945,Grafaiai,Normal
946,Bramblin,Normal
947,Brambleghast,Normal
948,Toedscool,Normal
949,Toedscruel,Normal
950,Klawf,Normal
951,Capsakid,Normal
952,Scovillain,Normal
953,Rellor,Normal
954,Rabsca,Normal
955,Flittle,Normal
956,Espathra,Normal
957,Tinkatink,Normal
958,Tinkatuff,Normal
959,Tinkaton,Normal
960,Wiglett,Normal
961,Wugtrio,Normal
962,Bombirdier,Normal
963,Finizen,Normal
964,Palafin,Hero
964,Palafin,Zero
965,Varoom,Normal
966,Revavroom,Normal
967,Cyclizar,Normal
968,Orthworm,Normal
969,Glimmet,Normal
970,Glimmora,Normal
971,Greavard,Normal
972,Houndstone,Normal
973,Flamigo,Normal
974,Cetoddle,Normal
975,Cetitan,Normal
976,Veluza,Normal
977,Dondozo,Normal
978,Tatsugiri,Curly
978,Tatsugiri,Droopy
978,Tatsugiri,Stretchy
979,Annihilape,Normal
980,Clodsire,Normal
981,Farigiraf,Normal
982,Dudunsparce,Three
982,Dudunsparce,Two
983,Kingambit,Normal
984,Great Tusk,Normal
985,Scream Tail,Normal
986,Brute Bonnet,Normal
987,Flutter Mane,Normal
988,Slither Wing,Normal
989,Sandy Shocks,Normal
990,Iron Treads,Normal
991,Iron Bundle,Normal
992,Iron Hands,Normal
993,Iron Jugulis,Normal
994,Iron Moth,Normal
995,Iron Thorns,Normal
996,Frigibax,Normal
997,Arctibax,Normal
998,Baxcalibur,Normal
999,Gimmighoul,Coin_a1
999,Gimmighoul,Normal
1000,Gholdengo,Normal
1001,Wo-Chien,Normal
1002,Chien-Pao,Normal
1003,Ting-Lu,Normal
1004,Chi-Yu,Normal
1005,Roaring Moon,Normal
1006,Iron Valiant,Normal
1007,Koraidon,Apex
1008,Miraidon,Ultimate
1009,Walking Wake,Normal
1010,Iron Leaves,Normal
1011,Dipplin,Normal
1012,Poltchageist,Artisan
1012,Poltchageist,Counterfeit
1013,Sinistcha,Masterpiece
1013,Sinistcha,Unremarkable
1014,Okidogi,Normal
1015,Munkidori,Normal
1016,Fezandipiti,Normal
1017,Ogerpon,Normal
1018,Archaludon,Normal
1019,Hydrapple,Normal
1020,Gouging Fire,Normal
1021,Raging Bolt,Normal
1022,Iron Boulder,Normal
1023,Iron Crown,Normal
1024,Terapagos,Normal
1025,Pecharunt,Normal
